|text|labels
4361|how high must mountain be be called mountain|4
4362|what scottish poet penned mouse louse|3
4363|what is name inventor silly putty|3
4364|what ocean surrounds madeira islands|5
4365|what famous communist leader died mexico city|3
4366|what was john steinbeck 's travelling companion charley|1
4367|what are capital cities two large countries occupy iberian peninsula europe|5
4368|how many mines can still be found falklands after war ended|4
4369|how can get touch michael moore roger me|0
4370|how is qigong properly pronounced|0
4371|how many gallons water go over niagra falls every second|4
4372|what turns blue litmus paper red|1
4373|who was first woman run mile less than 36893 minutes|3
4374|how many copies album must be sold it be gold album|4
4375|what is soft drink adults|1
4376|what is only vegetable starts|1
4377|what is fear machinery|1
4378|who awarded flying fickle finger fate|3
4379|sinclair lewis main street what was name typical american town|5
4380|what hide seek game is played around tin can|1
4381|what is largest city texas|5
4382|what future deer hunter portrayed annie hall 's neurotic brother duane|3
4383|what drink is best thirst quencher|1
4384|where can get map prussia internet|5
4385|what was longest war u.s. history|1
4386|what is node computer terms|0
4387|what are five richest countries world|5
4388|where is mccarren airport|5
4389|what are top boy names u.s.|3
4390|how many tiles did space shuttle columbia lose its second flight|4
4391|how many teaspoons make up tablespoon|4
4392|who was lyricist who was composer between gilbert sullivan|3
4393|who was lawyer randy craft|3
4394|what is origin word marijuana|0
4395|who was 3rd president united states|3
4396|what organ contains islands langerhans|1
4397|name dick tracy 's two children|3
4398|what is fear points|1
4399|what fraction beaver 's life is spent swimming|4
4400|how can sql queries be improved|0
4401|what is most radioactive food|1
4402|what was previous name commonwealth|3
4403|how much will gas be taxed california year 2000|4
4404|who gave king arthur round table|3
4405|what state united states covers largest area|5
4406|how do you make computer chip|0
4407|who became president u.s. 1789|3
4408|who wrote scarlet letter|3
4409|who did sara jane moore try assassinate|3
4410|what is linux|0
4411|how many dots make up symbol because|4
4412|what title did shevardnadze have during soviet era|3
4413|what did pyramid builders egypt mainly eat|1
4414|what 's international radio code word letter|1
4415|what are 28 tenses english language|1
4416|king signed magna carta|3
4417|what software offers inventors use cad like design|1
4418|what is agent orange|0
4419|name child left doorstep at beginning gasoline alley|3
4420|how many zip codes are there u.s.|4
4421|beetle bailey can you name sarge 's dog|1
4422|why shouldn 't you remove bee stinger tweezers|0
4423|college did dikembe mutombo play basketball|3
4424|why did europeans first come australia oceania|0
4425|what did confederate constitution say about slavery|0
4426|how long does it take milky way galaxy make one revolution|4
4427|how many people own pets|4
4428|what web sites are linked report genesis eldercare|5
4429|what is fear lice|1
4430|how long does it take different materials decompose|4
4431|how many colors are there rainbow|4
4432|what was darth vader 's son named|3
4433|what problems contributed high failure rate plains farmers 1800s|0
4434|what british female pop singing star 1960s early 1970s was child actress 1940s '50s|3
4435|where is mccarren airport located|5
4436|how effective are condoms protecting against aids|0
4437|what part britain comprises highlands central lowlands southern uplands|5
4438|how many marx brothers were there|4
4439|how tall is matterhorn|4
4440|what country is proud claim volcano national park|5
4441|when was babe ruth born|4
4442|who portrayed field marshal erwin rommel desert fox|3
4443|what tv quiz show left air 1975 tune vera lynn 's we 'll meet again|1
4444|what direction do most baseball pitchers pitch toward|5
4445|how many beanie baby sites are there|4
4446|how can call friend another country when do not know telephone number|0
4447|what is 55 times sweeter than cane sugar|1
4448|where are diamonds mined|5
4449|how do they get teflon stick pan|0
4450|how much money did marcos steal their country|4
4451|who makes cross your heart bra|3
4452|who is archie bunker 's son law|3
4453|what company produces spumante|3
4454|what is origin music|0
4455|what does b.y.o.b. mean|2
4456|what major airline has best safety record world|3
4457|what president became chief justice after his presidency|3
4458|how many innings constitute official baseball game|4
4459|what city has newspaper called plain dealer|5
4460|what u.s. state boasts leif ericson park|5
4461|how many flavors does baskin robbins offer|4
4462|who was chief engineer starship enterprise|3
4463|how does crosstalk relate insb thickness infrared detectors|0
4464|what mayor made so many tv appearances he was asked join aftra 1984|3
4465|type submarine was bought recently south korea|1
4466|how much miles is ten run|4
4467|when was beethoven born|4
4468|who is most sexy celebrity|3
4469|what detective lives punchbowl hill has 11 children|3
4470|where did ukulele originate|5
4471|rotary engines used be made whom|3
4472|what does seccession mean|0
4473|who portrayed title character film day jackal|3
4474|what is name gulf between sweden finland|5
4475|who was first man die battle|3
4476|what will weather be today|0
4477|who is president ghana|3
4478|sex is denied voting rights kuwait|1
4479|what two countries is andorra nestled between|5
4480|how long ago was roe vs. wade decision supreme court|4
4481|what terrorist group was headed donald defreeze|3
4482|what are four largest mountain ranges continental united states|5
4483|what is size student body at university massachusetts amherst|4
4484|how can determine radius ellipse|0
4485|who starred movie war worlds|3
4486|how many different kinds ice cream are there|4
4487|what actor who had greatest fame tv became father triplets|3
4488|what is homelite inc. home page|5
4489|what is golden rule|0
4490|what is movie kevin costner made about sioux indians|1
4491|what were millions kids wearing their heads 1955|1
4492|how does color affect person psychologically|0
4493|what is columbia tristar 's phone number|4
4494|what type animal is easiest kept pet there is|1
4495|what is sound|0
4496|what was name horse fell queen elizabeth prince albert 's wife|1
4497|what are current immigration laws us|0
4498|what were five opening words ben casey|1
4499|why does it say children 's cough syrup not drive while using this medication|0
4500|what hair color can use just cover little gray|1
4501|where was tesla born|5
4502|what does larry king do living|3
4503|who shot lee harvey oswald|3
4504|when did jaco pastorius die|4
4505|what blood sport features movement called veronica|1
4506|what was spawned term mig alley|1
4507|what 's most common street name america|5
4508|what is difference between khaki chino|0
4509|what is origin infinity|0
4510|what alloy do copper tin form|1
4511|what plants are found estuary|1
4512|what are side effects mevacor|0
4513|what are top tallest buildings world|5
4514|colin powell is best known what achievement|0
4515|what was name computer 2001 space odyssey|1
4516|who portrayed renaud casablanca|3
4517|what country has problems hooligans|5
4518|what planet did percival lovell discover|5
4519|how often are brain cells replaced|4
4520|how much did mercury spend advertising 1993|4
4521|what kind rocket launched surveyor spacecraft|1
4522|what country contains westernmost point south america|5
4523|what did abolitionists try end|1
4524|what 's american dollar equivalent pounds u.k.|4
4525|why should cigarette smoking be banned|0
4526|what year did charles dicken die|4
4527|what d.h. lawrence novel was originally titled tenderness|1
4528|what rock group raised ruckus at white house singing american woman|3
4529|what is fear night or darkness|1
4530|what is origin rock band led zeppelin 's name|0
4531|how was lawrence|0
4532|how do know if am pregnant|0
4533|when did last americans leave vietnam|4
4534|what famed clown appeared early howdy doody show insisted clarabell be made up as real clown|3
4535|what group was formed 1969 after police met resistance patrons at stonewall greenwich village gay bar|3
4536|who was confucius|3
4537|what snack food has ridges|1
4538|what 's most popular four player game all time|1
4539|what 's meaning name tatiana|0
4540|how many people died when estonia sank 1994|4
4541|what southern california town is named after character made famous edgar rice burroughs|5
4542|how many colors are there rainbow|4
4543|what is habitat chickadee|5
4544|what drug is often used treat aids patients|1
4545|five senses develops first|1
4546|where did name root beer come|0
4547|what city 's kickoff point climbs mount everest|5
4548|what is average salary paleontologist|4
4549|where is largest post office building world|5
4550|who is currently most popular singer world|3
4551|who was first animal into space|1
4552|what is correct way mount roll toilet paper|1
4553|what jules verne novel features scientists held captive submarine nautilus|1
4554|why is rush 's 2112 called 2112|0
4555|what 's state motto california|0
4556|what function does homeostasis have existence organism|0
4557|what company started out making pies wound up manufacturing plastic throwing toys|3
4558|what does acronym cpr mean|2
4559|jewish alphabet is called what|1
4560|what are baltic states|0
4561|how many endangered species are there world|4
4562|large u.s. city had highest murder rate 1988|5
4563|who was bandleader mentor ella fitzgerald whom she cowrote a_tisket tasket|3
4564|who invented basketball|3
4565|how has tv affected our society|0
4566|when was last major eruption mount st. helens|4
4567|what was name humphrey bogart 's club casablanca|3
4568|what u.s. government agency registers trademarks|3
4569|what is osmosis|0
4570|what format was major competition vhs|1
4571|what hockey player did ronald reagan joke he would swap texas|3
4572|what is world 's deadliest infectious disease|1
4573|infectious disease is world 's deadliest|1
4574|what president was buried at his ancestral home overlooking hudson river at hyde park new york|3
4575|how much did first barbie doll sell 1959|4
4576|what country was general douglas mcarthur when he was recalled president truman|5
4577|what are five most popular usenet groups|3
4578|what are seven deadly sins|0
4579|what is latitude longitude el paso texas|4
4580|what does name melissa mean|0
4581|what is nature snow how is formation snow different ice|0
4582|how many head injuries are there recreational ice skating each year|4
4583|normal human pregnancy lasts how many months|4
4584|what kind sports team is buffalo sabres|1
4585|what impenetrable system french fortifications was built along german frontier before world war ii|1
4586|what are new computer games windows 95 or 98|1
4587|who domesticated wild turkey|3
4588|how can get someone 's phone number if only have their screen name|0
4589|what european race sees winner its mountain stage awarded jersey large red polka dots|1
4590|what country does ileana cotrubas come|5
4591|what 's motto boy scouts|0
4592|what two european countries are joined gran san bernardo pass|5
4593|what movie did steven spielberg direct 1975|1
4594|what kind creatures are canary islands named|1
4595|what was name us helicopter pilot shot down over north korea|3
4596|what 's male cuckquean|0
4597|what are factors leading high teen pregnancy rate spartanburg south carolina|0
4598|name designer shoe spawned millions plastic imitations known as jellies|3
4599|what does rca stand|2
4600|why are ice cream sundaes called sundaes|0
4601|what 's singular dice|1
4602|who is olive oyl 's brother|3
4603|what 12 hour cold medicine uses formula 12 its ads|1
4604|what was first video ever made|1
4605|what 's favorite food dragonflies|1
4606|what king boycotted prince charles 's wedding|3
4607|what does nicholas cage do living|3
4608|what was nickname model leslie hornby|3
4609|where is taj mahal|5
4610|what 's distinctive about palmiped 's feet|0
4611|139 papal court was forced move rome where|5
4612|what is first day week|4
4613|what is goulash|0
4614|what capital is built around monument circle contains soldiers sailors monument|5
4615|name men 's cologne is associated sea|1
4616|how does parachute work|0
4617|what is first book old testament|1
4618|how many them are sub saharan africa|4
4619|what is history spartacus roman slave gladiator|0
4620|what famed wall supports badaling turret|5
4621|who portrayed fatman television show jake fatman|3
4622|what is object oriented design|0
4623|what does melissa mean|0
4624|what is form drag|0
4625|who were john f. kennedy 's dogs|1
4626|where are good science sites internet|5
4627|what woman was time 's man year 1952|3
4628|what currents affect area shetland islands orkney islands north sea|0
4629|who wrote ugly duckling|3
4630|who designed london bridge|3
4631|how many miles are there between tel aviv israel memphis tennessee|4
4632|how many flavors ice cream does howard johnson 's have|4
4633|what weapon did crossed slits english castles accommodate|1
4634|how can stop or slow down aging|0
4635|where are busiest amtrak rail stations u.s.|5
4636|how many freckles does howdy doody have his face|4
4637|how does cos cob ct get its name|0
4638|who was considered be father psychology|3
4639|how did super president gain his powers animated series|0
4640|how tall was animated king kong|4
4641|what are values|0
4642|what is population japan|4
4643|name american made motorcycle|1
4644|where was largest concentration camp world war ii|5
4645|how much did alaska cost when bought russia|4
4646|how many events make up decathlon|4
4647|what causes blue balls|0
4648|what were first bodies visited spacecraft|5
4649|who succeeded nikita khrushchev as first secretary communist party|3
4650|who was chosen be first black chairman military joint chiefs staff|3
4651|name lady great gatsby pines|3
4652|what does chef coddle eggs|1
4653|how many bails are there cricket wicket|4
4654|what city was martin luther king jr. assassinated|5
4655|what celebrity couple when going through divorce divided their toilet paper into two equal piles|3
4656|where 's bernini bristol hotel|5
4657|who said what contemptible scoundrel stole cork my lunch|3
4658|what is capital kosovo|5
4659|what kind company is eleven|3
4660|how many letters appear numbers telephone dial|4
4661|what were first three cities have population more than million|5
4662|how did months year get there name|0
4663|what scale measures earthquakes|1
4664|what is glory hole|0
4665|what kind education would you need become athletic trainer nfl|1
4666|what are major companies are part dow jones|3
4667|what college did joe namath play football|3
4668|what was minimum wage 1991|4
4669|what country is biggest producer tungsten|5
4670|how does it make its colors|0
4671|what would happen canada if quebec separated|0
4672|when is jimmy buffett concert coming center camden nj|4
4673|what is last chance animals|0
4674|what european country abandoned postage stamps 1923 because printing them cost more than their face value|5
4675|what is weather like moon|0
4676|who was 1st u.s. president|3
4677|what is main language sao paulo brazil|1
4678|how much did varian associates try sell its vacuum products division boc group|4
4679|what is abbreviation international olympic committee|2
4680|how many people hike|4
4681|what are boxcars|0
4682|how do keep cats out my flower garden good|0
4683|who played maria film west side story|3
4684|what is common anti aids drug|1
4685|who bestowed great power upon captain britain|3
4686|how can you tell when figs are ripe|0
4687|how do love thee|0
4688|type soda has greatest amount caffeine|1
4689|what nationality is sicilian|5
4690|what is most common boy 's or girl 's name|3
4691|who was accused trial century opened janurary 1935|3
4692|what color was hundred billionth crayon made crayola|1
4693|what soft drink tells us go hawaiian|1
4694|how does hydroelectric dam work|0
4695|what is oldest building united states|5
4696|what is west virginia state animal|1
4697|how many people died south carolina highways 1998|4
4698|what are binomial coefficients|0
4699|what was living room war|0
4700|what are some translations phrase thank you|1
4701|what is president nixon 's birthdate|4
4702|what is great american family cereal|1
4703|what was suzy parker doing earn 000 early 1950 's|0
4704|how many people died vietnam war|4
4705|what year did montana become state|4
4706|when was ussr dissolved|4
4707|why are there letters telephone why are there no or|0
4708|what japanese city was once called edo|5
4709|who did seven mules block|3
4710|what is world 's largest distilling company|3
4711|what 's name actress who starred movie silence lambs|3
4712|where is one 's corpus callosum found|5
4713|who did napolean defeat at jena auerstadt|3
4714|what household products are there adult acne|1
4715|what british prime minister u.s. president were seventh cousins once removed|3
4716|what is most expensive car world|1
4717|what is angelus|0
4718|how many objects orbit earth|4
4719|what was tragedy struck city dogtown 1899|1
4720|what 's oldest capital city americas|5
4721|what leon uris novel dealt russian capture berlin|1
4722|what is location edinburgh scotland|5
4723|how many muscles does average adult use when going walk|4
4724|how long do you have live community vote|4
4725|what was name titanic 's captain|3
4726|name heroine scruples|3
4727|how big is chappellet vineyard|4
4728|jackson pollock was native what country|5
4729|what makes sperm|0
4730|how do know how much money save retirement|0
4731|what does dot letter mean|0
4732|who wrote godfather|3
4733|what is origin term soda jerk|0
4734|what is frequency vhf|4
4735|what sport does chris jogis play|1
4736|what island was target u.s. 's operation urgent fury|5
4737|what is fear robbers|1
4738|what nevil shute novel is about doomed survivors nuclear war|1
4739|what is cause endangered species|0
4740|following tv newsmen was rhodes scholar|3
4741|what did warlock wear his forehead marvel comics|1
4742|what is softest part body|1
4743|what six foot temperance advocate wielded her hatchet saloons|3
4744|how many islands does fiji have|4
4745|what line divided north south u.s. civil war|1
4746|what is definition cecum|0
4747|who invented volleyball|3
4748|what 's most powerful country world|5
4749|how do do this|0
4750|name ballet company mikhail baryshnikov has danced|3
4751|who led normans victory battle hastings|3
4752|what is origin word teddy bear|0
4753|what percentage world 's plant animal species can be found amazon forests|4
4754|what 's name star cooking show galloping gourmet|3
4755|who invented horoscope|3
4756|what nutrients are healthy bones teeth|1
4757|what are fortune 500 companies|0
4758|what is difference between ninjitsu kung fu|0
4759|what king was forced agree magna carta|3
4760|how many electoral college votes does colorado have|4
4761|what were babe ruth 's christian names|3
4762|how many bottles wine were prisoners bastille allowed per day|4
4763|where do lobsters like live|5
4764|who was first elected mayor washington d.c.|3
4765|what are wolverine habits|1
4766|how do you fix squeaky floors|0
4767|when was big thompson flood|4
4768|what good are mosquitoes|0
4769|how do you get bubblegum out carpet|0
4770|what 's played at wembley stadium london every may|1
4771|who wrote sci fi trilogy foundation foundation empire second foundation|3
4772|how many hours work does it take typist complete 100 page screenplay|4
4773|what is alice cooper 's real name|3
4774|what is peloponnesian league|0
4775|what two cities usually mark extremes english channel swims|5
4776|how many times does tide ebb flow each day|4
4777|who invented television|3
4778|what are tannins|0
4779|how does general mills manufacture cheerios|0
4780|what was jimmy durante 's theme song|1
4781|name person who burst through screen lite beer commercials|3
4782|what delicacy is known indelicately as pickled roe|1
4783|what after dinner treat was invented 1916 at george jung noodle factory los angeles|1
4784|what u.s. vice president killed alexander hamilton duel|3
4785|what 's fahrenheit equivalent zero degrees centigrade|4
4786|how many muscles does oyster have|4
4787|what card game derived its name biritch or russian whist|1
4788|who wrote much ado about nothing|3
4789|what is collective noun geese|1
4790|what personality traits are capricorns said have|0
4791|where can get information concerning child custody files state utah|5
4792|what was john f. kennedy 's 1960 campaign song|1
4793|what louisiana senator won seat had been held his father mother|3
4794|what hymn did john steinbeck get his title grapes wrath|1
4795|what invention does principle conservation energy make impossible|1
4796|what 's highest ranking suit bridge|1
4797|who won oscars her roles gone wind streetcar named desire|3
4798|what writer is famous physically putting himself into center his subject matter|3
4799|who 's lead singer led zeppelin band|3
4800|dana 's two years before mast what seafarers lived abandoned oven beach at san diego|3
4801|who plays cop movie kindergarten cop|3
4802|how many characters makes up word typing test purposes|4
4803|what non mechanical sport achieves highest speeds|1
4804|what was 1940 annual salary boilermaker|4
4805|who created billy pilgrim survivor dresden firestorm|3
4806|what indoor sport saw phoenix inferno become phoenix pride july 14 1983 when temperature hit 111 degrees|1
4807|what country saw origin asian flu|5
4808|who is richest woman world|3
4809|where can take test will tell me what should be when grow up|5
4810|what caused death bob marley|0
4811|what 's mrs. bridges 's job tv 's upstairs downstairs|3
4812|what daily newspaper will help you see clearer across usa|1
4813|what lake scotland is said hold one or more monsters|5
4814|who were 1974 oscar winners|3
4815|what kind business is eleven|3
4816|what is sinn fein|0
4817|what is name rare neurological disease symptoms such as involuntary movements tics swearing incoherent vocalizations grunts shouts etc.|1
4818|what do river otters eat|1
4819|who wrote book huckleberry finn|3
4820|who would you use heimlich maneuver|3
4821|what famed library can you reach dialing 22 287|5
4822|what five time winner kentucky derby lost his first 25 races|1
4823|what did vasco da gama discover|1
4824|what is megan 's law|0
4825|where can get complete listing showtimes my area|5
4826|where 's montenegro|5
4827|what is usenet internet|0
4828|what are field effect transistors|0
4829|what was killer whale who died at sea world fungal infection named|1
4830|what is witch hazel|0
4831|what is state tree nebraska|1
4832|where is glasgow|5
4833|why is chicago named chicago|0
4834|what three colors ink are used print u.s. dollar bill|1
4835|what exactly is purpose anteater|0
4836|what is correct way use may vs. might|1
4837|what north american city boasts biggest polish population|5
4838|what radio tv movie character did jackie gleason william bendix play|3
4839|where is it planned berth merchant ship lane victory merchant marine veterans are converting into floating museum|5
4840|what does pedometer measure|1
4841|what is maurizio pellegrin 's age|4
4842|how many thousands students attend university massachusetts|4
4843|name u.s. senate majority leader speaker house|3
4844|what name did football 's new york titans adopt 1963|3
4845|what female suspect game clue is single|3
4846|who owns cnn|3
4847|about how many americans are still unaccounted vietnam war|4
4848|what is chemical reactivity neon|4
4849|what is auto commentary|0
4850|what is oldest website internet|5
4851|what is deconstructionism|0
4852|what did lenny bruce say got him arrested|0
4853|what newspaper returned pulitzer prize fraudulent story jimmy 's world|1
4854|what is fear speaking|1
4855|what was hitler 's favorite movie|1
4856|why do airliners crash vs. gliding down|0
4857|what are those little blue reflectors middle road|0
4858|what member little rascals has again off again sweetheart darla hood|3
4859|how is saline used medicine|0
4860|what is name female counterpart el nino results cooling temperatures very dry weather|1
4861|what incident 1933 did german nazis use justify emergency decrees imprisoning opponents vesting more power themselves|1
4862|what country are you visiting if you land at president duvalier airport|5
4863|what attorney general ordered closing alcatraz|3
4864|what is capital congo|5
4865|what is text fifth amendment|0
4866|what is country starts letter|5
4867|what countries earn most tourism|5
4868|what is internet2|0
4869|city china has largest number foreign financial companies|5
4870|when are oscars academy awards 1999|4
4871|who was prophet jewish people|3
4872|what is most common name|3
4873|who was oldest u.s. president|3
4874|what common plant has button cap cup gills ring|1
4875|when was dubai 's first concrete house built|4
4876|what is milky way|0
4877|what is remembrance day all about|0
4878|what food did marco polo introduce into italy court kubla khan|1
4879|what diamond producer controls about 80 world 's diamonds|3
4880|who is prophet religion islam|3
4881|who portrayed maggio film here eternity|3
4882|where are zebras most likely found|5
4883|what are odds giving birth twins|4
4884|what is best place live world considering climate civilization|5
4885|what is meant capital market|0
4886|my antonia how is mr. shimerda out place farm|0
4887|what ship did lloyd m. bucher command|1
4888|name medicine commonly used combat aids|1
4889|what is difference between hair fur|0
4890|what is difference between love infatuation|0
4891|name cartoon genie conjured magic ring shared nancy chuck|3
4892|what foods contain vitamin b12|1
4893|what is amount money owed illegally having dog beach|4
4894|what are first last letters greek alphabet|1
4895|what is web address at can find mail address member us house representatives|5
4896|how big is largest diamond|4
4897|what are some ways help someone chicken pox|1
4898|how do find out exact time sunset particular day|0
4899|when did original howdy doody show go off air|4
4900|how many languages are there world|4
4901|who was picasso|3
4902|who were only two bald u.s. presidents|3
4903|member charlie 's angels sang vocals josie pussycats|3
4904|what river flows past temple karnak|5
4905|what comedian was perfect fool|3
4906|what are benefits rowing machine|0
4907|where do you find information about queensland national competition policy|5
4908|what 's coup de poing french boxer|0
4909|what 's difference between carelessness carefreeness|0
4910|what is islamic counterpart red cross|1
4911|why does tuberculosis afflict people|0
4912|who loved flash gordon besides dale|3
4913|what is tyvek|0
4914|what do humans catch zoonose diseases|1
4915|how did asia get its name|0
4916|what was name u.s. navy gunboat film sand pebbles|1
4917|where can get information original 13 us colonies|5
4918|what disease is drug sinemet used as treatment|1
4919|what are three ways wind is created earth|1
4920|what gender is not allowed vote kuwait|1
4921|how many inches over six feet is tom selleck|4
4922|what is name disease actress hunter tylo 's baby girl has|1
4923|who 's only president buried washington|3
4924|how much could you rent volkswagen bug 1966|4
4925|whose singing voice was dubbed natalie wood west side story audrey hepburn my fair lady|3
4926|what is mean income top 10 top top|4
4927|what north american city sprouts most parking meters|5
4928|what is largest most expensive freeway construction project u.s. right now|5
4929|what can do get into ivy league school|0
4930|what film did louise fletcher win best actress oscar|1
4931|where did gulliver find race tiny people|5
4932|what 1950 film won seven oscars including best picture|1
4933|how much stronger is new vitreous carbon material invented tokyo institute technology compared material made cellulose|4
4934|how much do tuberculosis combatting drugs cost|4
4935|president bush compared saddam hussein whom|3
4936|what 's name pittsburgh 's baseball team|3
4937|what shakespeare play opens line now is winter our discontent..|1
4938|what tv comedian worked white fang black tooth pookie lion|3
4939|who created character james bond|3
4940|what type exercise burns most calories|1
4941|what is only cigarette made no leftovers|0
4942|where did japanese imperial forces surrender end wwii|5
4943|what is mikhail gorbachev 's middle initial|2
4944|how many rows whiskers does cat have|4
4945|what british general surrendered colonial army at saratoga|3
4946|how can people ireland come u.s. work then return ireland|0
4947|what product 's ads claim it eliminates odors kills household germs mold mildew|1
4948|what is world population as today|4
4949|what is history buffalo chicken wings|0
4950|what is humidity|0
4951|what kind creatures are black yellow brown bullheads|1
4952|what city would you be if you were feeding pigeons piazza san marco|5
4953|what artist 's studio was bateau lavoir montmartre|3
4954|what is name planet ewoks live|5
4955|how many words are there spanish language|4
4956|where is there information novel el cid|5
4957|what is chemical formula napalm|1
4958|what is yohimbine|0
4959|what is chicago hope|0
4960|how many members family could be drafted u.s. military during world war ii|4
4961|who wrote song silent night|3
4962|what company is largest japanese ship builder|3
4963|what does blue ribbon stand|2
4964|what is average date when most malls begin putting up christmas holiday decorations|4
4965|how many characters are chinese alphabet|4
4966|where is burma|5
4967|who wrote collector|3
4968|major diamond producer is based south africa|3
4969|who was samuel johnsons 's friend biographer|3
4970|what kind women gave sigmund freud erotic dreams|3
4971|what are cleveland indians also called|1
4972|what commodity 's shortage was largest single factor keeping north american cars off roads during world war ii|1
4973|how many hummingbird eggs could fit one ostrich egg|4
4974|who wrote bestselling missionary travels researches south africa published 1857|3
4975|who played father charles charge|3
4976|what is gestation period human pregnancies|4
4977|where did name daniel originate|5
4978|what are common methods used regulate monopolies|1
4979|what category does color pink denote trivial pursuit baby boomer edition|0
4980|how long does average domesticated ferret live|4
4981|name islamic counterpart red cross|1
4982|what are historical trials following world war ii called|1
4983|what states do not have state income tax|5
4984|what city has two steepest streets u.s.|5
4985|what is margaret thatcher known|0
4986|name country giants twelve times size man gulliver 's travels|5
4987|what 's men 's par 455 yard golf hole|4
4988|what four elements make up 90 percent human body|1
4989|how many countries are there|4
4990|where does most marijuana entering united states come|5
4991|stuart hamblen is considered be first singing cowboy medium|1
4992|what is steve rogers 's profession when he 's not captain america|3
4993|what is most common cancer|1
4994|who are top 10 richest people world|3
4995|how do contact answers.com direct|0
4996|what causes person have constantly sweaty hands feet|0
4997|what happened answers.com|0
4998|what is spectrum sine wave|0
4999|what ethnic group introduced idea potlatch|3
5000|what is person 's socioeconomic position|0
5001|what do you say friend who ignores you other friends|0
5002|how many yards are mile|4
5003|what actor was first man appear cover mccall 's|3
5004|what does r.e.m. stand as rock group r.e.m.|2
5005|what cruise line does kathie lee gifford advertise|3
5006|what does name jenna mean|0
5007|why do girls have wear training bras|0
5008|when was first successful heart transplant human|4
5009|how did edith bunker die|0
5010|what country boasts cawdor castle glamis castle blair castle|5
5011|define spumante|0
5012|what does ph stand|2
5013|what country is mount everest|5
5014|country is largest country latin america|5
5015|name four horsemen apocalypse|3
5016|what are geckos|0
5017|what is name book written aaron hass|1
5018|what is cosmology|0
5019|how many watts make kilowatt|4
5020|what tv series features adventures married couple named jonathan jennifer|1
5021|what female faith healer wrote inspirational book believe miracles|3
5022|who was jinnah|3
5023|what did esquire name ash hole year 1980|1
5024|where did king francis hang mona lisa when he owned it|5
5025|what 's been ruin many poor boy new orleans|1
5026|what is habeas corpus|0
5027|how do you use intranet|0
5028|what famous husband wife team did radio ads blue nun wine|3
5029|how many times has harold stassen announced drive white house|4
5030|what are bottle caps presidents pictures inside worth|4
5031|where can find history hungarian language|5
5032|why do usa fax machines not work uk nnp|0
5033|what cigarette is whole new world|1
5034|who tramped through florida looking fountain youth|3
5035|1990 what day week did christmas fall|4
5036|what is name song dracula plays organ|1
5037|what two animals are specifically mentioned as being noah 's ark|1
5038|what is federal income tax|0
5039|what was name confederate mounted guerrilla group jesse james coleman younger had ridden|3
5040|what disease plagued europe africa asia|1
5041|what card game can feature dealer 's choice|1
5042|how many american soldiers are stationed south korea|4
5043|what is fear failure|1
5044|how many feet more than is average height great wall china|4
5045|what was verdict 1925 trial john t. scopes|0
5046|what is best way travel japan|1
5047|how long ago did anglican church part vatican|4
5048|how much did lucy van pelt originally charge psychiatric sessions|4
5049|who followed up his first two underwater thrillers girl sea cortez|3
5050|when was parthenon built|4
5051|what 1895 h.g. wells novel was written under title chronic argonauts|1
5052|what is common dolphin|0
5053|how is answers.com funded|0
5054|how long does pig 's orgasm last|4
5055|what u.s. state comes last alphabetical list|5
5056|how many mountains have been named presidents continental usa|4
5057|what are unemployment statistics years 1965 1990|4
5058|what does bud stand|2
5059|who is one independent member congress|3
5060|what is society ruled elders|3
5061|what two presidents u.s. published books poetry|3
5062|seven dwarfs comes first alphabetically|3
5063|what professional cricketer 's son wrote war worlds 1898|3
5064|what condiment do dutch dip their french fries|1
5065|comic strip was never turned into broadway musical|1
5066|what war was first submarine used|1
5067|cpr is abbreviation what|2
5068|how many inches apart are adjacent pins tenpin bowling|4
5069|how many miles corridors are pentagon|4
5070|how do you find area circle|0
5071|what u.s. state includes san juan islands|5
5072|what english playwright penned where bee sucks so shall|3
5073|what do red white stripes barbershop pole stand|0
5074|name ship beany cecil sailed|1
5075|how deep is fathom|4
5076|what was dead man 's hand|0
5077|what was fred astaire 's dancing partner 's name|3
5078|how do find web address company|0
5079|what is highest number home runs record any one game|4
5080|what are some australia 's native flora|1
5081|what heavyweight boxer was known as wild bull pampas|3
5082|how many quarts whole milk is needed make one pound butter|4
5083|what london street claims be world center men 's tailoring|5
5084|how old is universe|4
5085|when does bible say seasons started|4
5086|what animal has been called poor man 's cow|1
5087|where did marriage ceremony come|0
5088|what bordering country is due north costa rica|5
5089|what morris west novel deals russian bishop who becomes pope|1
5090|what nation boarders mozambique|5
5091|what does ekg stand|2
5092|olympic games year allowed nadia comaneci become popular|4
5093|what tv talk show host lends his name line men 's clothing|3
5094|what soft drink held national flavor poll 1967|1
5095|colin powell is famous what|0
5096|jewish alphabet is known as what|1
5097|what is fear home surroundings|1
5098|how many people die tuberculosis yearly|4
5099|what is specimen basidiomycetes|0
5100|who invented electric guitar|3
5101|what is capital california|5
5102|what country comes last alphabetical list|5
5103|what are faults earth 's crust|0
5104|what was asiento|0
5105|what kind greeting is appropriate send yom kippur|0
5106|how hot should oven be when baking peachy oat muffins|4
5107|what is dextropropoxyphen napsylate|0
5108|what don mclean song laments day buddy holly died|1
5109|what is srpska krajina|0
5110|how was kennedy money made|0
5111|what country is worlds leading supplier cannabis|5
5112|what was orca 's name died fungal infection at sea world|1
